중구,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1102/Sgg2110201/Hb100102400/gicho/100102400.jpg,장준영,張浚暎,남,1957/11/19,54세,서울 중구 다산로,민생경제연대 상임대표,한국외국어대학교 대학원 일어일문학과 수료(석사과정),"(현)민생경제연대 상임대표,(현)국민생각 민생경제대책위원장"
중구,청년당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1102/Sgg2110201/Hb100102484/gicho/100102484.jpg,오정익,吳政益,남,1983/09/16,28세,서울 중구 필동로5길,정당인,단국대학교 전자컴퓨터공학부 3년 휴학,"(전)서울형사회적기업 얼티즌코퍼레이션 이사,(현)청년당 국제국 국장"
용산,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1103/Sgg2110301/Hb100102242/gicho/100102242.jpg,진영,陳永,남,1950/10/23,61세,서울 용산구 한강대로,국회의원,서울대학교 법과대학 법학과 졸업,"(전) 서울지방법원 남부지원 판사,(전) 한나라당 서울시당위원장"
용산,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1103/Sgg2110301/Hb100101741/gicho/100101741.jpg,조순용,趙淳容,남,1951/07/16,60세,서울 용산구 한강대로40가길,교수(순천대학교 석좌교수),서울대학교 동양사학과 졸업,"(전)KBS 앵커,(전)청와대 정무수석"
용산,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1103/Sgg2110301/Hb100102246/gicho/100102246.jpg,이희정,李姬正,여,1963/04/02,49세,서울 용산구 이촌로,회사원,중앙대학교 예술대학 졸업,"(현)국민행복당여성대변인,(현)시인 ""가난한 행복""저자"
성동갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1104/Sgg2110401/Hb100101249/gicho/100101249.jpg,김태기,金兌基,남,1956/02/19,56세,서울 성동구 독서당로40길,대학교수,The University of Iowa 대학원 경제학 박사 [1983.9~1988.5(4년 8개월)],"(현) 단국대 경제학과 교수,(전) 경제사회발전 노사정위원회 근로시간임금제도개선위원회 위원장"
성동갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1104/Sgg2110401/Hb100100695/gicho/100100695.jpg,최재천,崔載千,남,1963/11/19,48세,서울 성동구 옥수동,변호사,전남대학교 일반대학원 법학과 법학박사 졸업,"(전) 제17대 국회의원,(현) 법무법인한강 대표변호사"
성동을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1104/Sgg2110402/Hb100102306/gicho/100102306.jpg,김동성,金東聖,남,1971/01/11,41세,서울 성동구 왕십리로 ,국회의원,서울대학교 법학과 졸업,"(현)제18대 새누리당 국회의원,(전)SBS '솔로몬의 선택' 출연 변호사"
성동을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1104/Sgg2110402/Hb100102869/gicho/100102869.jpg,홍익표,洪翼杓,남,1967/11/20,44세,서울 성동구 청계천로 ,북한대학원대학교 겸임교수,한양대학교 정치외교학과 대학원 졸업 (정치학 박사),"(현) 북한대학원대학교 겸임교수,(전) 통일부 정책보좌관"
성동을,창조한국당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1104/Sgg2110402/Hb100102414/gicho/100102414.jpg,서정민,徐正旼,남,1986/02/15,26세,서울 광진구 구의동 ,자영업,한국항공대학교 항공전자 및 정보통신공학부 2년 중퇴,(전) 미 육군 표창훈장
광진갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110501/Hb100101543/gicho/100101543.jpg,정송학,鄭松鶴,남,1953/07/07,58세,서울 광진구 영화사로3가길,한양대학교 공공정책대학원 특임교수,한양대학교 대학원 법학박사,"(전)광진구청장,(현)한양대학교 특임교수"
광진갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110501/Hb100102539/gicho/100102539.jpg,김한길,金한길,남,1953/09/17,58세,서울 광진구 군자동,정당인,건국대학교 정치외교학과 졸업,"(전) 문화관광부 장관,(전) 열린우리당 원내대표"
광진갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110501/Hb100100819/gicho/100100819.jpg,김용,金勇,남,1964/10/27,47세,서울 광진구 자양로53길,소상공인경제정책연구소 대표,연세대학교 행정대학원 졸업(정치학 석사),"(전)노무현대통령 비서실 시민사회 행정관,(전)민주당 정책위원회 부의장"
광진을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110502/Hb100100870/gicho/100100870.jpg,정준길,鄭濬吉,남,1966/05/17,45세,서울 광진구 아차산로,변호사,서울대학교 공법학과 졸,"(전) 대한변호사협회 수석대변인,(전) 대검찰청 중수부 검사"
광진을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110502/Hb100101619/gicho/100101619.jpg,추미애,秋美愛,여,1958/10/23,53세,서울 광진구 광나루로56길,국회의원,한양대학교 법학과 졸업,"(전)고등법원 판사,제15, 16, 18대 국회의원"
광진을,자유선진당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110502/Hb100101698/gicho/100101698.jpg,김홍준,金洪俊,남,1959/05/12,52세,서울 광진구 아차산로41길,정당인,성균관대학교 경제학과 졸업,"(현)자유선진당 서울시당 부위원장,(현)대통령 직속 지방행정체제 개편위 자문위원"
광진을,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1105/Sgg2110502/Hb100100399/gicho/100100399.jpg,길기연,吉基演,남,1960/02/17,52세,서울 광진구 뚝섬로34길,한양대학교 겸임 교수,한양대학교 대학원 박사과정 재학중,"(전)한나라당 광진을당협위원장,(전)코레일관광개발 대표이사"
동대문갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110601/Hb100101747/gicho/100101747.jpg,허용범,許容範,남,1964/10/10,47세,서울 동대문구 한천로,정당인,서울대학교 법과대학 사법학과 졸업,"(전)대한민국 국회대변인,(전)박근혜 전 대표 공보특보"
동대문갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110601/Hb100102534/gicho/100102534.jpg,안규백,安圭伯,남,1961/04/29,50세,서울 동대문구 청량리동,정당인,성균관대학교 무역대학원 무역학과 수료(석사과정),"(전)노무현 대통령 인수위원회 전문위원,(현)제18대 국회의원"
동대문갑,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110601/Hb100102346/gicho/100102346.jpg,윤지현,尹智鉉,남,1967/06/27,44세,서울 동대문구 이문로12길,미국변호사,서울대학교 법과대학 사법학과 졸업,"(전)경희대학교 국제법무대학원 강사,(현)국민생각 청년일자리특위위원장"
동대문갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110601/Hb100101376/gicho/100101376.jpg,조광한,趙光漢,남,1958/02/01,54세,서울 동대문구 왕산로,군장대학 석좌교수,한국외국어대학교 중국어대학 중국어과 졸업,"(전)김대중대통령 정무수석실 보좌관,(전)노무현대통령 홍보기획비서관"
동대문을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110602/Hb100102434/gicho/100102434.jpg,홍준표,洪準杓,남,1954/12/05,57세,서울 동대문구 사가정로,국회의원,고려대학교 법과대학 행정학과 졸업,"(전)한나라당 원내대표,(전)한나라당 대표최고위원"
동대문을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110602/Hb100100065/gicho/100100065.jpg,민병두,閔丙梪,남,1958/06/10,53세,서울 동대문구 사가정로,정당인,성균관대학교 경상대학 무역학과 졸업,"(전)제17대 국회의원,(전)문화일보 워싱턴 특파원"
동대문을,정통민주당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110602/Hb100101001/gicho/100101001.jpg,정병걸,丁炳傑,남,1948/05/05,63세,서울 동대문구 전농동,태화자동차검사정비(주) 회장,고려사이버대학교 법학과 2학년 재학중,"(전)열린우리당 지역 위원장,(현)정통민주당 사무부총장"
동대문을,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1106/Sgg2110602/Hb100101945/gicho/100101945.jpg,김재전,金在典,남,1944/01/02,68세,서울 동대문구 답십리로,연구소 대표(지방자치발전연구소),서울시립대학교 대학원 졸업(행정학 박사),"(전)동대문구시설관리공단 이사장,(전)동대문구청 행정관리국장"
중랑갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110701/Hb100102079/gicho/100102079.JPG,김정,金情,여,1951/12/31,60세,서울 중랑구 면목로 44길,국회의원,파리4대학(소르본느)대학원 미술사학 석사(1974년 3월~1977년 2월),"(현)18대 국회의원,(현)한국열린교육학부모회 수석대표"
중랑갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110701/Hb100100707/gicho/100100707.jpg,서영교,徐瑛敎,여,1964/11/11,47세,서울 중랑구 면목로 37길,동국대학교 겸임교수,이화여자대학교 대학원 동아시아학 박사과정 수료,"(전) 노무현대통령 청와대 춘추관장 겸 보도지원비서관,(전)박원순 서울시장 후보 희망캠프 유세본부 본부장"
중랑갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110701/Hb100100373/gicho/100100373.jpg,강경환,姜炅煥,남,1965/05/21,46세,서울 중랑구 면목7동,정치인,한국방송통신대학교 법학과 졸업,"(전)제15,16,17,18대국회의원선거 중랑갑 무소속 출마"
중랑갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110701/Hb100101840/gicho/100101840.jpg,유정현,柳政鉉,남,1967/10/24,44세,서울 중랑구 사가정로42길,국회의원,연세대학교 언론홍보대학원 석사,"(전) SBS 아나운서,(현) 제18대 국회의원"
중랑갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110701/Hb100100483/gicho/100100483.jpg,이상수,李相洙,남,1946/12/10,65세,서울 중랑구 면목로37길,변호사,고려대학교 법학과 졸업,"(전) 노무현정부 노동부장관,(전) 박원순 서울시장후보 중랑선대위원장"
중랑을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100100944/gicho/100100944.jpg,강동호,康東鎬,남,1944/02/12,68세,서울 중랑구 신내로,서울외국어대학원대학교 총장,경희대학교대학원 정치외교학과(정치학석사)졸업,"(전)한나라당 중랑구을 당협위원장,(현)서울외국어대학원대학교 총장"
중랑을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100100897/gicho/100100897.jpg,박홍근,朴洪根,남,1969/10/08,42세,서울 중랑구 봉화산로,정당인,경희대학교 행정대학원 환경행정학과 석사과정 졸업,"(전) 경희대학교 총학생회장,(현) 반값등록금 국민본부 공동대표"
중랑을,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100100832/gicho/100100832.jpg,윤정호,尹正鎬,남,1950/01/19,62세,서울 중랑구 신내로21길,정당인,고려대학교 정책과학대학원 졸업(정치학 석사),"(전)국가공무원 부이사관,(현)국민행복당 중앙위원 겸 중랑을 위원장"
중랑을,정통민주당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100100381/gicho/100100381.jpg,김덕규,金德圭,남,1941/03/09,71세,서울 중랑구 봉화산로3길,정당인,고려대학교 정치외교학과 졸업,"(전) 국회부의장,(전) 제15대 대통령(김대중) 대통령직 인수위원"
중랑을,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100101227/gicho/100101227.jpg,이경태,李景泰,남,1961/03/03,51세,서울 중랑구 상봉동,(주)폴리시앤리서치 대표이사,서울시립대학교 대학원 행정학과 졸업(행정학 박사),"(현)생명공동체운동본부 공동대표,(전)국회의원정책보좌관"
중랑을,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1107/Sgg2110702/Hb100101642/gicho/100101642.jpg,진성호,秦聖昊,남,1962/11/26,49세,서울 중랑구 상봉중앙로8길,국회의원,서울대학교 경영학과 졸업,"(현)중랑을 지역구 국회의원,(현)한국전화결제산업협회장"
성북갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110801/Hb100100036/gicho/100100036.jpg,유승희,俞承希,여,1960/04/26,51세,서울 성북구 동소문로3길,정당인,한양대학교 대학원 행정학과 졸업(행정학박사),"(전)17대 국회의원,(전)노무현대통령 인수위원회 전문위원"
성북갑,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110801/Hb100102939/gicho/100102939.jpg,강승규,姜承圭,남,1957/11/30,54세,인천 연수구 송도동,고려대학교 초빙교수,고려대학교 대학원 졸업(북한학과 박사),"(전)뉴욕 중앙일보 기자,(현)한국정치학회 회원"
성북갑,미래연합,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110801/Hb100102930/gicho/100102930.jpg,최덕찬,崔德燦,남,1956/09/17,55세,서울 서초구 잠원동,한국친환경운동협회 이사장,청운대학교 4학년 재학,"(전)제16대 국회의원 출마,(현)근사모 조직위원장"
성북갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110801/Hb100102105/gicho/100102105.jpg,정태근,鄭泰根,남,1964/01/08,48세,서울 성북구 성북로4길,국회의원,연세대학교 경제대학원 졸업(경제학 석사),"(현)중소기업과 골목상권을 지키는 의원모임대표,(전)서울특별시 정무부시장"
성북을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110802/Hb100101188/gicho/100101188.jpg,서찬교,徐贊敎,남,1943/01/25,69세,서울 성북구 종암동,성신여자대학교 객원교수,국민대학교 대학원 졸업(행정학 박사),"(전)성북구청장(2002~2010),(현)성신여자대학교 객원교수"
성북을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1108/Sgg2110802/Hb100100651/gicho/100100651.jpg,신계륜,申溪輪,남,1954/08/13,57세,서울 성북구 종암로24가길,사단법인 신정치문화원 이사장,고려대학교 행정학과 졸업,"(전)서울시 정무부시장,(전)노무현대통령후보.당선자 비서실장"
강북갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110901/Hb100101651/gicho/100101651.jpg,정양석,鄭亮碩,남,1958/11/25,53세,서울 강북구 오현로31길,국회의원,서강대 공공정책대학원 졸업(정치학석사),"(전)한나라당 정몽준 당대표 비서실장,(현)국회의원"
강북갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110901/Hb100100116/gicho/100100116.jpg,오영식,吳泳食,남,1967/02/28,45세,서울 강북구 삼각산로,정당인,고려대학교 대학원 경영학과 박사과정(재무론) 수료,"(전)고려대학교 총학생회장,(전)제17대 국회의원"
강북갑,진보신당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110901/Hb100101083/gicho/100101083.jpg,김일웅,金一雄,남,1977/01/01,35세,서울 강북구 인수봉로,정당인,성균관대학교 산업심리학과 졸업,"(전)박원순 서울시장후보 희망캠프 공동선대본부장,(현)진보신당 서울시당 위원장"
강북을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110902/Hb100100236/gicho/100100236.jpg,안홍렬,安鴻烈,남,1958/07/15,53세,서울 강북구 솔샘로,변호사,서울대학교 법과대학 법학과 졸업,"(전) 한나라당 강북구을 당협위원장,(현) 변호사"
강북을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110902/Hb100100042/gicho/100100042.jpg,유대운,劉大運,남,1950/01/10,62세,서울 강북구 오현로,정당인,부성국민학교졸업,"(현) 노무현재단 기획위원,(전) 민주당 정책위원회 부의장"
강북을,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1109/Sgg2110902/Hb100101432/gicho/100101432.jpg,홍성남,洪性南,남,1966/11/27,45세,서울 강북구 월계로7길,언론인,조선대학교 정치외교학과 졸업,"(전)에코미디어 대표,(현)소쿠리미디어 대표"
도봉갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111001/Hb100102692/gicho/100102692.JPG,유경희,柳京姬,여,1965/10/12,46세,서울 도봉구 도봉로136나길,기업인,서울대학교 법과대학 사법학과 졸업,"(현) 유한콘크리트산업(주)대표이사,(현) 한국여성경제인협회경기지회부회장"
도봉갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111001/Hb100102289/gicho/100102289.jpg,인재근,印在謹,여,1953/11/11,58세,서울 도봉구 창1동,인권운동가,이화여자대학교 사회학과 졸업,"(전) 로버트 케네디 인권상 수상,(현) 한반도재단 이사장"
도봉갑,정통민주당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111001/Hb100102723/gicho/100102723.JPG,박춘엽,朴春燁,남,1946/12/02,65세,서울 도봉구 마들로,한국민생경제연구원장,미국 조지아공대 대학원졸업 산업공학박사(4년 3개월간 수학) 1978.9~1982.12,"(전) 동국대학교 정교수,(전) 소상공인지원센터 초대자문위원장"
도봉을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111002/Hb100102345/gicho/100102345.jpg,김선동,金善東,남,1963/10/09,48세,서울 도봉구 방학1동,국회의원,고려대학교 정치외교학과 정치학 석사,"(전) 한나라당 박근혜 대표최고위원 비서실 부실장,(현) 제18대 국회의원"
도봉을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111002/Hb100102195/gicho/100102195.jpg,유인태,柳寅泰,남,1948/09/05,63세,서울 도봉구 도봉로150길,정당인,서울대학교 사회학과 졸업,"(전) 노무현 대통령 청와대 정무수석,(전) 14,17대 국회의원"
도봉을,자유선진당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1110/Sgg2111002/Hb100102920/gicho/100102920.jpg,박영대,朴永大,남,1979/01/19,33세,경기 성남시 수정구 수진1동,정당인,우석대학교 인문사회과학대학 법정학부 졸업,"(전) 우석대학교 19대총학생회장,(전) 큰사람연구소 책임연구원"
노원갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111101/Hb100100807/gicho/100100807.jpg,이노근,李老根,남,1954/03/09,58세,서울 노원구 화랑로45길,광운대학교 겸임교수,경기대학교 정치전문대학원 졸업(행정학 박사),"(전)노원구청장,(현)광운대학교 겸임교수"
노원갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111101/Hb100102493/gicho/100102493.jpg,김용민,金容敏,남,1974/07/02,37세,서울 노원구 공릉2동,인터넷 팟캐스트 '나는 꼼수다' 진행자,국민대학교 대학원 박사과정 수료,"(현)인터넷 팟캐스트 '나는 꼼수다' 진행자,(전)한양대학교 신문방송학과 겸임교수"
노원갑,자유선진당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111101/Hb100100759/gicho/100100759.jpg,김철수,金哲洙,남,1949/05/21,62세,서울 노원구 공릉동,정당인,중앙대학교 행정대학원 졸업(석사),"(전)한국외국어대학교 학군단(ROTC) 교수부장,(현)자유선진당 노원갑 당협위원장"
노원갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111101/Hb100102312/gicho/100102312.jpg,우승배,禹承培,남,1967/01/14,45세,서울 노원구 공릉2동 ,노동자,숭실대학교 일반대학원 경영학과 박사과정 수료(인사조직전공),"(전)코스콤 노동조합 위원장,(전)한국노총 공공연맹 회계감사"
노원을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111102/Hb100102336/gicho/100102336.jpg,권영진,權泳臻,남,1962/12/10,49세,서울 노원구 중계1동,국회의원,고려대학교 대학원 졸업(정치학 박사),"(전)서울시 정무부시장,(현)국회 교육과학기술위원회 위원"
노원을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111102/Hb100100389/gicho/100100389.jpg,우원식,禹元植,남,1957/09/18,54세,서울 노원구 하계1동,정당인,연세대학교 공학대학원 졸업(공학석사),"(전)17대 국회의원 역임,(전)박원순 서울시장후보 선거대책본부 공동본부장"
노원을,자유선진당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111102/Hb100102735/gicho/100102735.jpg,이기재,李 褀 載,남,1941/05/19,70세,서울 강남구 학동로73길,정당인,미네소타대학 트윈시티대학원 졸업(교육행정학 석사)(1973.4~1975.6),"(전)중랑구청장,(전)노원구청장"
노원을,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111102/Hb100100083/gicho/100100083.jpg,전영돈,全永敦,남,1956/06/18,55세,서울 노원구 상계6.7동,정당인,연세대학교 행정대학원 졸업(행정학석사),"(현)보수개혁청년포럼 대표,(현)굽은나무출판사 대표"
노원을,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111102/Hb100101905/gicho/100101905.jpg,이선엽,李善燁,남,1970/07/06,41세,서울 성북구 장위동,서울사이버대학교 외래교수,단국대학교 대학원 행정학과 졸업(행정학 박사),"(전)홍익대학교 외래교수,(전)민주당 중앙당 교육특별위원회 부위원장"
노원병,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111103/Hb100102487/gicho/100102487.jpg,허준영,許准榮,남,1952/10/23,59세,서울 노원구 한글비석로46가길,정당인,명지대학교 산업공학대학원 공학박사,"(전)경찰청장,(전)한국철도공사 사장"
노원병,통합진보당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111103/Hb100100548/gicho/100100548.jpg,노회찬,魯會燦,남,1956/08/31,55세,서울 노원구 상계동,정당인,고려대학교 정치외교학과 졸업,"(전)제17대 국회의원,(현)통합진보당 대변인"
노원병,국민생각,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1111/Sgg2111103/Hb100101854/gicho/100101854.jpg,주준희,周准希,여,1954/03/29,58세,서울 노원구 상계동,교수,뉴욕주립대학교 정치학박사 (1979.9~1984.5),"(전)에모리대학교 교수,(전)아세아연합신학대학교 교수"
은평갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1112/Sgg2111201/Hb100101168/gicho/100101168.jpg,최홍재,崔弘在,남,1968/09/27,43세,서울 은평구 응암로29길,정당인,고려대학교 정경대학 신문방송학과 졸업,"(전)고려대학교 총학생회장,(전)방송문화진흥회 이사"
은평갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1112/Sgg2111201/Hb100101918/gicho/100101918.jpg,이미경,李美卿,여,1950/09/20,61세,서울 은평구 증산로,국회의원,이화여자대학교 대학원 정치외교학과 졸업(정치학 석사),"(전)민주당 사무총장,(현)제18대 국회의원"
은평갑,진보신당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1112/Sgg2111201/Hb100102655/gicho/100102655.jpg,안효상,安孝祥,남,1963/12/23,48세,서울 은평구 백련산로,정당인,서울대학교 대학원 서양사학과 박사과정 수료,"(현)진보신당 공동대표,(현)성공회대학교 외래교수"
은평갑,무소속,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1112/Sgg2111201/Hb100101585/gicho/100101585.jpg,이재식,李在植,남,1972/06/20,39세,서울 은평구 백련산로,정치인,연세대학교 행정대학원 석사과정1학기 재학,"(전)서울시의회의원,(현)건양대학교 전문기업인 교수"
은평을,새누리당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1112/Sgg2111202/Hb100102122/gicho/100102122.jpg,이재오,李在五,남,1945/01/11,67세,서울 은평구 연서로15길,국회의원,고려대학교 교육대학원 졸업(교육학 석사),"(전)국민권익위원장,(전)특임장관"
